trait_type	phenocode	description	pheno_sex	n_cases_full_cohort_both_sexes
icd10	Y56	Y56 Topical agents primarily affecting skin and mucous membrane and ophthalmolog	both_sexes	116
icd10	Y57	Y57 Other and unspecified drugs and medicaments	both_sexes	495
icd10	Y60	Y60 Unintentional cut, puncture, perforation or haemorrhage during surgical and 	both_sexes	760
icd10	Y65	Y65 Other misadventures during surgical and medical care	both_sexes	102
icd10	Y79	Y79 Orthopaedic devices associated with adverse incidents	both_sexes	145
icd10	Y83	Y83 Surgical operation and other surgical procedures as the cause of abnormal re	both_sexes	22559
icd10	Y84	Y84 Other medical procedures as the cause of abnormal reaction of the patient, o	both_sexes	2991
icd10	Y85	Y85 Sequelae of transport accidents	both_sexes	481
icd10	Y88	Y88 Sequelae of surgical and medical care as external cause	both_sexes	212
icd10	Z00	Z00 General examination and investigation of persons without complaint or report	both_sexes	906
icd10	Z01	Z01 Other special examinations and investigations of persons without complaint o	both_sexes	2765
icd10	Z02	Z02 Examination and encounter for administrative purposes	both_sexes	2836
icd10	Z03	Z03 Medical observation and evaluation for suspected diseases and conditions	both_sexes	13228
icd10	Z04	Z04 Examination and observation for other reasons	both_sexes	2053
icd10	Z08	Z08 Follow-up examination after treatment for malignant neoplasm	both_sexes	6118
icd10	Z09	Z09 Follow-up examination after treatment for conditions other than malignant ne	both_sexes	13115
icd10	Z11	Z11 Special screening examination for infectious and parasitic diseases	both_sexes	759
icd10	Z12	Z12 Special screening examination for neoplasms	both_sexes	9133
icd10	Z13	Z13 Special screening examination for other diseases and disorders	both_sexes	12499
icd10	Z22	Z22 Carrier of infectious disease	both_sexes	1472
icd10	Z29	Z29 Need for other prophylactic measures	both_sexes	888
icd10	Z30	Z30 Contraceptive management	both_sexes	9692
icd10	Z31	Z31 Procreative management	both_sexes	322
icd10	Z32	Z32 Pregnancy examination and test	both_sexes	185
icd10	Z34	Z34 Supervision of normal pregnancy	both_sexes	1141
icd10	Z35	Z35 Supervision of high-risk pregnancy	both_sexes	1059
icd10	Z36	Z36 Antenatal screening	both_sexes	1293
icd10	Z37	Z37 Outcome of delivery	both_sexes	1128
icd10	Z40	Z40 Prophylactic surgery	both_sexes	835
icd10	Z41	Z41 Procedures for purposes other than remedying health state	both_sexes	833
icd10	Z42	Z42 Follow-up care involving plastic surgery	both_sexes	2819
icd10	Z43	Z43 Attention to artificial openings	both_sexes	2155
icd10	Z44	Z44 Fitting and adjustment of external prosthetic device	both_sexes	123
icd10	Z45	Z45 Adjustment and management of implanted device	both_sexes	4145
icd10	Z46	Z46 Fitting and adjustment of other devices	both_sexes	6282
icd10	Z47	Z47 Other orthopaedic follow-up care	both_sexes	3860
icd10	Z48	Z48 Other surgical follow-up care	both_sexes	1710
icd10	Z49	Z49 Care involving dialysis	both_sexes	425
icd10	Z50	Z50 Care involving use of rehabilitation procedures	both_sexes	5433
icd10	Z51	Z51 Other medical care	both_sexes	29998
icd10	Z52	Z52 Donors of organs and tissues	both_sexes	405
icd10	Z53	Z53 Persons encountering health services for specifie procedures, not carried ou	both_sexes	32162
icd10	Z54	Z54 Convalescence	both_sexes	224
icd10	Z56	Z56 Problems related to employment and unemployment	both_sexes	182
icd10	Z57	Z57 Occupational exposure to risk-factors	both_sexes	726
icd10	Z58	Z58 Problems related to physical environment	both_sexes	194
icd10	Z59	Z59 Problems related to housing and economic circumstances	both_sexes	190
icd10	Z60	Z60 Problems related to social environment	both_sexes	4197
icd10	Z63	Z63 Other problems related to primary support group, including family circumstan	both_sexes	583
icd10	Z71	Z71 Persons encountering health services for other counselling and medical advic	both_sexes	1570
icd10	Z72	Z72 Problems related to lifestyle	both_sexes	21675
icd10	Z73	Z73 Problems related to life-management difficulty	both_sexes	891
icd10	Z74	Z74 Problems related to care-provider dependency	both_sexes	596
icd10	Z75	Z75 Problems related to medical facilities and other health care	both_sexes	1075
icd10	Z76	Z76 Persons encountering health services in other circumstances	both_sexes	209
icd10	Z80	Z80 Family history of malignant neoplasm	both_sexes	12821
icd10	Z81	Z81 Family history of mental and behavioural disorders	both_sexes	175
icd10	Z82	Z82 Family history of certain disabilities and chronic diseases leading to disab	both_sexes	17379
icd10	Z83	Z83 Family history of other specific disorders	both_sexes	3084
icd10	Z84	Z84 Family history of other conditions	both_sexes	195
icd10	Z85	Z85 Personal history of malignant neoplasm	both_sexes	31147
icd10	Z86	Z86 Personal history of certain other diseases	both_sexes	67011
icd10	Z87	Z87 Personal history of other diseases and conditions	both_sexes	33894
icd10	Z88	Z88 Personal history of allergy to drugs, medicaments and biologocal substances	both_sexes	33985
icd10	Z89	Z89 Acquired absence of limb	both_sexes	598
icd10	Z90	Z90 Acquired absence of organs, not elsewhere classified	both_sexes	20771
icd10	Z91	Z91 Personal history of risk-factors, not elsewhere classified	both_sexes	7694
icd10	Z92	Z92 Personal history of medical treatment	both_sexes	41524
icd10	Z93	Z93 Artificial opening status	both_sexes	3777
icd10	Z94	Z94 Transplanted organ and tissue status	both_sexes	1278
icd10	Z95	Z95 Presence of cardiac and vascular implants and grafts	both_sexes	16581
icd10	Z96	Z96 Presence of other functional implants	both_sexes	25454
icd10	Z97	Z97 Presence of other devices	both_sexes	1458
icd10	Z98	Z98 Other postsurgical states	both_sexes	4671
icd10	Z99	Z99 Dependence on enabling machines and devices, not elsewhere classified	both_sexes	2463
phecode	008	Intestinal infection	both_sexes	13705
phecode	008.5	Bacterial enteritis	both_sexes	3461
phecode	008.52	Intestinal infection due to C. difficile	both_sexes	858
phecode	008.6	Viral Enteritis	both_sexes	1114
phecode	010	Tuberculosis	both_sexes	266
phecode	038	Septicemia	both_sexes	6087
phecode	038.1	Gram negative septicemia	both_sexes	1263
phecode	038.2	Gram positive septicemia	both_sexes	624
phecode	041	Bacterial infection NOS	both_sexes	15711
phecode	041.1	Staphylococcus infections	both_sexes	3987
phecode	041.2	Streptococcus infection	both_sexes	2020
phecode	041.4	E. coli	both_sexes	3954
phecode	053	Herpes zoster	both_sexes	655
phecode	053.1	Herpes zoster with nervous system complications	both_sexes	126
phecode	054	Herpes simplex	both_sexes	399
phecode	070	Viral hepatitis	both_sexes	715
phecode	070.2	Viral hepatitis B	both_sexes	165
phecode	070.3	Viral hepatitis C	both_sexes	308
phecode	070.4	Chronic hepatitis	both_sexes	329
phecode	070.9	Hepatitis NOS	both_sexes	619
phecode	071	Human immunodeficiency virus [HIV] disease	both_sexes	130
phecode	078	Viral warts & HPV	both_sexes	1142
phecode	079	Viral infection	both_sexes	3634
phecode	080	Postoperative infection	both_sexes	5475
phecode	081	Infection/inflammation of internal prosthetic device; implant; and graft	both_sexes	1221
phecode	1000	Burns	both_sexes	675
phecode	1001	Foreign body injury	both_sexes	1464
phecode	1002	Symptoms concerning nutrition, metabolism, and development	both_sexes	7817
phecode	1004	Other signs and symptoms involving emotional state	both_sexes	568
phecode	1005	Other symptoms	both_sexes	1684
phecode	1006	Crushing injury	both_sexes	666
phecode	1007	Injury to blood vessels	both_sexes	324
phecode	1008	Crushing or internal injury to organs	both_sexes	1284
phecode	1009	Injury, NOS	both_sexes	9269
phecode	1010	Other tests	both_sexes	21247
phecode	1011	Complications of surgical and medical procedures	both_sexes	5097
phecode	1013	Asphyxia and hypoxemia	both_sexes	337
phecode	1014	Effects of heat, cold and air pressure	both_sexes	341
phecode	1015	Effects of other external causes	both_sexes	5170
phecode	1019	Other ill-defined and unknown causes of morbidity and mortality	both_sexes	18865
phecode	110	Dermatophytosis / Dermatomycosis	both_sexes	369
phecode	110.1	Dermatophytosis	both_sexes	362
phecode	110.12	Althete's foot	both_sexes	179
phecode	1100	Family history	both_sexes	3084
phecode	112	Candidiasis	both_sexes	3195
phecode	117	Mycoses	both_sexes	342
phecode	117.4	Aspergillosis	both_sexes	205
phecode	133	Arthropod-borne diseases	both_sexes	78
phecode	134	Helminthiases	both_sexes	179
phecode	134.1	Intestinal helminthiases	both_sexes	156
phecode	136	Other infectious and parasitic diseases	both_sexes	290
phecode	145	Cancer of mouth	both_sexes	774
phecode	145.2	Cancer of tongue	both_sexes	369
phecode	145.3	Cancer of major salivary glands	both_sexes	127
phecode	149	Cancer of larynx, pharynx, nasal cavities	both_sexes	775
phecode	149.1	Cancer of oropharynx	both_sexes	311
phecode	149.4	Cancer of larynx	both_sexes	313
phecode	150	Cancer of esophagus	both_sexes	985
phecode	151	Cancer of stomach	both_sexes	767
phecode	153	Colorectal cancer	both_sexes	5807
phecode	153.2	Colon cancer	both_sexes	3856
phecode	153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	both_sexes	2705
phecode	155	Cancer of liver and intrahepatic bile duct	both_sexes	545
phecode	155.1	Malignant neoplasm of liver, primary	both_sexes	225
phecode	157	Pancreatic cancer	both_sexes	936
phecode	158	Neoplasm of unspecified nature of digestive system	both_sexes	1338
phecode	159	Malignant neoplasm of other and ill-defined sites within the digestive organs an	both_sexes	7223
phecode	159.2	Malignant neoplasm of small intestine, including duodenum	both_sexes	244
phecode	159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	both_sexes	289
phecode	159.4	Malignant neoplasm of retroperitoneum and peritoneum	both_sexes	262
phecode	165	Cancer within the respiratory system	both_sexes	3837
phecode	165.1	Cancer of bronchus; lung	both_sexes	3337
phecode	170	Cancer of bone and connective tissue	both_sexes	554
phecode	170.1	Bone cancer	both_sexes	172
phecode	170.2	Cancer of connective tissue	both_sexes	405
phecode	172	Skin cancer	both_sexes	17691
phecode	172.1	Melanomas of skin, dx or hx	both_sexes	3398
phecode	172.2	Other non-epithelial cancer of skin	both_sexes	14453
phecode	172.3	Carcinoma in situ of skin	both_sexes	942
phecode	173	Neoplasm of uncertain behavior of skin	both_sexes	200
phecode	174	Breast cancer	both_sexes	13877
phecode	174.1	Breast cancer [female]	females	13631
phecode	174.11	Malignant neoplasm of female breast	females	12133
phecode	175	Acquired absence of breast	females	3058
phecode	180	Cervical cancer and dysplasia	females	2513
phecode	180.1	Cervical cancer	females	299
phecode	180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	females	2265
phecode	182	Malignant neoplasm of uterus	females	1553
phecode	184	Cancer of other female genital organs	females	1686
phecode	184.1	Malignant neoplasm of ovary and other uterine adnexa	females	1199
phecode	184.11	Malignant neoplasm of ovary	females	1147
phecode	184.2	Cancer of other female genital organs (excluding uterus and ovary)	females	533
phecode	185	Cancer of prostate	males	7931
phecode	187	Cancer of other male genital organs	males	529
phecode	187.2	Malignant neoplasm of testis	males	301
phecode	187.8	Neoplasm of uncertain behavior of male genital organs	males	125
phecode	189	Cancer of urinary organs (incl. kidney and bladder)	both_sexes	5174
phecode	189.1	Cancer of kidney and renal pelvis	both_sexes	1355
phecode	189.11	Malignant neoplasm of kidney, except pelvis	both_sexes	1307
phecode	189.2	Cancer of bladder	both_sexes	2912
phecode	189.21	Malignant neoplasm of bladder	both_sexes	2590
phecode	189.4	Malignant neoplasm of other urinary organs	both_sexes	190
phecode	190	Cancer of eye	both_sexes	212
phecode	191	Manlignant and unknown neoplasms of brain and nervous system	both_sexes	876
phecode	191.1	Cancer of brain and nervous system	both_sexes	724
phecode	191.11	Cancer of brain	both_sexes	670
phecode	193	Thyroid cancer	both_sexes	427
phecode	194	Cancer of other endocrine glands	both_sexes	111
phecode	195	Cancer, suspected or other	both_sexes	38505
phecode	195.1	Malignant neoplasm, other	both_sexes	37854
phecode	197	Chemotherapy	both_sexes	12658
phecode	198	Secondary malignant neoplasm	both_sexes	12700
phecode	198.1	Secondary malignancy of lymph nodes	both_sexes	7029
phecode	198.2	Secondary malignancy of respiratory organs	both_sexes	3103
phecode	198.3	Secondary malignant neoplasm of digestive systems	both_sexes	2107
phecode	198.4	Secondary malignant neoplasm of liver	both_sexes	3632
phecode	198.5	Secondary malignancy of brain/spine	both_sexes	1115
phecode	198.6	Secondary malignancy of bone	both_sexes	3017
phecode	198.7	Secondary malignant neoplasm of skin	both_sexes	255
phecode	199	Neoplasm of uncertain behavior	both_sexes	2515
phecode	199.4	Neurofibromatosis	both_sexes	104
phecode	200	Myeloproliferative disease	both_sexes	1255
phecode	200.1	Polycythemia vera	both_sexes	448
phecode	201	Hodgkin's disease	both_sexes	317
phecode	202	Cancer of other lymphoid, histiocytic tissue	both_sexes	2895
phecode	202.2	Non-Hodgkins lymphoma	both_sexes	2267
phecode	202.21	Nodular lymphoma	both_sexes	536
phecode	202.24	Large cell lymphoma	both_sexes	761
phecode	204	Leukemia	both_sexes	2279
phecode	204.1	Lymphoid leukemia	both_sexes	802
phecode	204.12	Lymphoid leukemia, chronic	both_sexes	650
phecode	204.2	Myeloid leukemia	both_sexes	573
phecode	204.21	Myeloid leukemia, acute	both_sexes	409
phecode	204.22	Myeloid leukemia, chronic	both_sexes	171
phecode	204.4	Multiple myeloma	both_sexes	883
phecode	208	Benign neoplasm of colon	both_sexes	27131
phecode	210	Benign neoplasm of lip, oral cavity, and pharynx	both_sexes	1113
phecode	211	Benign neoplasm of other parts of digestive system	both_sexes	7534
phecode	212	Benign neoplasm of respiratory and intrathoracic organs	both_sexes	405
phecode	213	Benign neoplasm of bone and articular cartilage	both_sexes	363
phecode	214	Lipoma	both_sexes	7851
phecode	214.1	Lipoma of skin and subcutaneous tissue	both_sexes	5747
phecode	215	Other benign neoplasm of connective and other soft tissue	both_sexes	1253
phecode	216	Benign neoplasm of skin	both_sexes	10292
phecode	217	Vascular hamartomas and non-neoplastic nevi	both_sexes	751
phecode	217.1	Nevus, non-neoplastic	both_sexes	698
phecode	218	Benign neoplasm of uterus	females	12748
phecode	218.1	Uterine leiomyoma	females	12403
phecode	218.2	Other benign neoplasm of uterus	females	389
phecode	220	Benign neoplasm of ovary	females	1680
phecode	221	Benign neoplasm of other female genital organs	females	237
phecode	222	Benign neoplasm of male genital organs	males	183
phecode	223	Benign neoplasm of kidney and other urinary organs	both_sexes	226
phecode	224	Benign neoplasm of eye	both_sexes	148
phecode	225	Benign neoplasm of brain and other parts of nervous system	both_sexes	986
phecode	225.1	Benign neoplasm of brain, cranial nerves, meninges	both_sexes	963
phecode	226	Benign neoplasm of thyroid glands	both_sexes	320
phecode	227	Benign neoplasm of other endocrine glands and related structures	both_sexes	1160
phecode	227.1	Benign neoplasm of adrenal gland	both_sexes	243
phecode	227.2	Benign neoplasm of parathyroid gland	both_sexes	460
phecode	227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	both_sexes	396
phecode	228	Hemangioma and lymphangioma, any site	both_sexes	1871
phecode	229	Benign neoplasm of unspecified sites	both_sexes	909
phecode	240	Simple and unspecified goiter	both_sexes	691
phecode	241	Nontoxic nodular goiter	both_sexes	1382
phecode	241.1	Nontoxic uninodular goiter	both_sexes	604
phecode	241.2	Nontoxic multinodular goiter	both_sexes	787
phecode	242	Thyrotoxicosis with or without goiter	both_sexes	2421
phecode	242.1	Graves' disease	both_sexes	554
phecode	242.2	Toxic multinodular goiter	both_sexes	110
phecode	242.3	Exophthalmos	both_sexes	155
phecode	244	Hypothyroidism	both_sexes	19131
