phenocode	phenotype	category	num_cases	num_controls
L12_INFECT_DERM	Infective dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	4713	432874
L12_INFECT_SKIN	Infections of the skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	29841	470507
L12_INFECT_SKIN_OTHER	Other local infections of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	3961	470507
L12_INTERNALSUBSTANCEDERM	Dermatitis due to substances taken internally	XII Diseases of the skin and subcutaneous tissue (L12_)	2157	432874
L12_LICHENPLANO	Lichen planopilaris	XII Diseases of the skin and subcutaneous tissue (L12_)	99	476404
L12_LICHENSCLERATROPH	Lichen sclerosus et atrophicus	XII Diseases of the skin and subcutaneous tissue (L12_)	3788	465673
L12_LICHENSIMPLEX	Lichen simplex chronicus	XII Diseases of the skin and subcutaneous tissue (L12_)	1241	432874
L12_LICHSIMPANDPRURIGO	Lichen simplex chronicus and prurigo	XII Diseases of the skin and subcutaneous tissue (L12_)	2381	432874
L12_LIVEDOIDVASC	Livedoid vasculitis	XII Diseases of the skin and subcutaneous tissue (L12_)	115	465673
L12_LOCALCONNECTISSUENAS	Other and unspecified localized connective tissue disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	109	465673
L12_LOCALDCONNECTISSUEOTH	Other localized connective tissue disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	671	465673
L12_LOCALSCLERODERMA	Localized scleroderma [morphea]	XII Diseases of the skin and subcutaneous tissue (L12_)	498	465673
L12_LUPUS	Lupus erythematosus	XII Diseases of the skin and subcutaneous tissue (L12_)	850	465673
L12_LYMPHADENITIS	Acute lymphadenitis	XII Diseases of the skin and subcutaneous tissue (L12_)	2412	470507
L12_NAILDIS	Nail disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	3236	476404
L12_NAILNAS	Other and unspecified nail disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	708	476404
L12_NAIL_DYSTROPHY	Nail dystrophy	XII Diseases of the skin and subcutaneous tissue (L12_)	222	476404
L12_NAIL_GRYPHOSIS	Onychogryphosis	XII Diseases of the skin and subcutaneous tissue (L12_)	89	476404
L12_NAIL_INGROW	Ingrowing nail	XII Diseases of the skin and subcutaneous tissue (L12_)	2074	476404
L12_NAIL_LYSIS	Onycholysis	XII Diseases of the skin and subcutaneous tissue (L12_)	224	476404
L12_NECROLIPOIDIC	Necrobiosis lipoidica, not elsewhere classified	XII Diseases of the skin and subcutaneous tissue (L12_)	207	465673
L12_NONIONRADISKINNAS	Other and unspecified skin changes due to chronic exposure to nonionizing radiat	XII Diseases of the skin and subcutaneous tissue (L12_)	447	482972
L12_OTHACUSKINSUN	Other acute skin changes due to ultraviolet radiation	XII Diseases of the skin and subcutaneous tissue (L12_)	1289	482972
L12_OTHACUSKINSUNNAS	Other and unspecified acute skin changes due to ultraviolet radiation	XII Diseases of the skin and subcutaneous tissue (L12_)	932	482972
L12_OTHERBULL	Other and unspecified bullous disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	336	498266
L12_OTHERCONTACT	Other contact dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	3454	432874
L12_OTHERDISSKINANDSUBCUTIS	Other disorders of skin and subcutaneous tissue, not elsewhere classified	XII Diseases of the skin and subcutaneous tissue (L12_)	5849	465673
L12_OTHERINFILTRATIVESKIN	Other infiltrative disorders of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	165	465673
L12_OTHERMELANIN	Other melanin hyperpigmentation	XII Diseases of the skin and subcutaneous tissue (L12_)	733	465673
L12_OTHERSKINSUBCUTIS	Other disorders of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	34675	465673
L12_OTHPIGMENTATION	Other disorders of pigmentation	XII Diseases of the skin and subcutaneous tissue (L12_)	1535	465673
L12_PAPULOSQUAMOUS	Papulosquamous disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	18167	482181
L12_PAPULOSQUAOTH	Other papulosquamous disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	376	482181
L12_PAPULOSQUONAS	Other and unspecified papulosquamous disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	201	482181
L12_PARAPSORI	Parapsoriasis	XII Diseases of the skin and subcutaneous tissue (L12_)	678	482181
L12_PARAPSO_PITYLICHCHRON	Pityriasis lichenoides chronica	XII Diseases of the skin and subcutaneous tissue (L12_)	134	482181
L12_PARAPSO_PITYLICHETVARACUT	Pityriasis lichenoides et varioliformis acuta	XII Diseases of the skin and subcutaneous tissue (L12_)	51	482181
L12_PARAPSO_PLAQUE	Small plaque parapsoriasis	XII Diseases of the skin and subcutaneous tissue (L12_)	93	482181
L12_PARAPSO_RETIFORM	Other and unspecified parapsoriasis	XII Diseases of the skin and subcutaneous tissue (L12_)	153	482181
L12_PEMPHIGOID_BULL	Bullous pemphigoid	XII Diseases of the skin and subcutaneous tissue (L12_)	701	498266
L12_PEMPHIGOID_CICA	Cicatricial pemphigoid	XII Diseases of the skin and subcutaneous tissue (L12_)	70	498266
L12_PEMPHIGOID_NAS	Other and unspecified pemphigoid	XII Diseases of the skin and subcutaneous tissue (L12_)	274	498266
L12_PEMPHIGUS	Pemphigus	XII Diseases of the skin and subcutaneous tissue (L12_)	231	498266
L12_PEMPHIGUS_NAS	Other and unspecified pemphigus	XII Diseases of the skin and subcutaneous tissue (L12_)	109	498266
L12_PEMPHIGUS_VULG	Pemphigus vulgaris	XII Diseases of the skin and subcutaneous tissue (L12_)	75	498266
L12_PEMPHIKELA	Severe bullous disorders, KELA reimbursement	XII Diseases of the skin and subcutaneous tissue (L12_)	70	498266
L12_PERIORALDERM	Perioral dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	779	476404
L12_PIGMENTNAS	Other and unspecified disorders of pigmentation	XII Diseases of the skin and subcutaneous tissue (L12_)	241	465673
L12_PIGPURPDERM	Pigmented purpuric dermatosis	XII Diseases of the skin and subcutaneous tissue (L12_)	324	465673
L12_PILONIDALCYST	Pilonidal cyst	XII Diseases of the skin and subcutaneous tissue (L12_)	3784	470507
L12_PITYRIASISRUBRA	Pityriasis rubra pilaris	XII Diseases of the skin and subcutaneous tissue (L12_)	80	482181
L12_PITYROCHEA	Pityriasis rosea	XII Diseases of the skin and subcutaneous tissue (L12_)	271	482181
L12_POIKOLOCIVAT	Poikiloderma of Civatte	XII Diseases of the skin and subcutaneous tissue (L12_)	57	482972
L12_POLYMORPHLIGHTERUPT	Polymorphous light eruption	XII Diseases of the skin and subcutaneous tissue (L12_)	269	482972
L12_PRURIGONAS	Other  prurigo	XII Diseases of the skin and subcutaneous tissue (L12_)	392	432874
L12_PRURIGONOD	Prurigo nodularis	XII Diseases of the skin and subcutaneous tissue (L12_)	844	432874
L12_PRURITUS	Pruritus	XII Diseases of the skin and subcutaneous tissue (L12_)	4387	432874
L12_PSORIASIS	Psoriasis	XII Diseases of the skin and subcutaneous tissue (L12_)	12760	482181
L12_PSORI_ACRODERM	Acrodermatitis continua	XII Diseases of the skin and subcutaneous tissue (L12_)	68	482181
L12_PSORI_GUTTATE	Guttate psoriasis	XII Diseases of the skin and subcutaneous tissue (L12_)	496	482181
L12_PSORI_NAS	Other and unspecified psoriasis	XII Diseases of the skin and subcutaneous tissue (L12_)	2452	482181
L12_PSORI_PUSTGEN	Generalized pustular psoriasis	XII Diseases of the skin and subcutaneous tissue (L12_)	122	482181
L12_PSORI_PUSTUPALM	Pustulosis palmaris et plantaris	XII Diseases of the skin and subcutaneous tissue (L12_)	1525	482181
L12_PSORI_VULG	Psoriasis vulgaris	XII Diseases of the skin and subcutaneous tissue (L12_)	7912	482181
L12_PYODERMA	Pyoderma	XII Diseases of the skin and subcutaneous tissue (L12_)	703	470507
L12_PYOGENGRANUL	Pyogenic granuloma	XII Diseases of the skin and subcutaneous tissue (L12_)	611	465673
L12_RADIODERMATITIS	Radiodermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	79	482972
L12_RHINOPHYMA	Rhinophyma	XII Diseases of the skin and subcutaneous tissue (L12_)	199	476404
L12_ROSACEANAS	Other and unspecified rosacea	XII Diseases of the skin and subcutaneous tissue (L12_)	3232	476404
L12_SCARCONDITIONS	Scar conditions and fibrosis of skin	XII Diseases of the skin and subcutaneous tissue (L12_)	1495	465673
L12_SEBORRHOEIC	Seborrhoeic dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	3787	432874
L12_SEBORRKERAT	Seborrhoeic keratosis	XII Diseases of the skin and subcutaneous tissue (L12_)	9078	465673
L12_SKINRADIOTH	Other disorders of skin and subcutaneous tissue related to radiation	XII Diseases of the skin and subcutaneous tissue (L12_)	57	482972
L12_SKINSUBCUTISNAS	Other and unspecified disorders of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	2434	465673
L12_STRIAEATROPHICAE	Striae atrophicae	XII Diseases of the skin and subcutaneous tissue (L12_)	378	465673
L12_SUNBURN	Sunburn	XII Diseases of the skin and subcutaneous tissue (L12_)	69	482972
L12_TELOGEFFLU	Telogen effluvium	XII Diseases of the skin and subcutaneous tissue (L12_)	66	476404
L12_ULCERLOWLIMB	Ulcer of lower limb, not elsewhere classified	XII Diseases of the skin and subcutaneous tissue (L12_)	5324	465673
L12_URTICARIA	Urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)	13990	482901
L12_URTICA_ALLERG	Allergic urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)	3315	482901
L12_URTICA_CHOLINERG	Cholinergic urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)	177	482901
L12_URTICA_COLDHEAT	Urticaria due to cold and heat	XII Diseases of the skin and subcutaneous tissue (L12_)	297	482901
L12_URTICA_DERTMATOG	Dermatographic urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)	2596	482901
L12_URTICA_IDIOPAT	Idiopathic urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)	744	482901
L12_URTICA_NAS	Other and unspecified urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)	8629	482901
L12_URTIGA_CONTACT	Contact urticaria	XII Diseases of the skin and subcutaneous tissue (L12_)	112	482901
L12_VASCULITISNAS	Other and unspecified vasculitis limited to skin	XII Diseases of the skin and subcutaneous tissue (L12_)	801	465673
L12_VITILIGO	Vitiligo	XII Diseases of the skin and subcutaneous tissue (L12_)	391	465673
L12_XEROSCUT	Xerosis cutis	XII Diseases of the skin and subcutaneous tissue (L12_)	495	465673
LICHENOID_DRUG_REACTION	Lichenoid drug reaction	XII Diseases of the skin and subcutaneous tissue (L12_)	91	500257
LOCALIZED_SKIN_ERUPT_DRUGS_MEDICAM	Localized skin eruption due to drugs and medicaments	XII Diseases of the skin and subcutaneous tissue (L12_)	385	499963
LUNG_TRANSPLANTATION	Lung transplantation	Interstitial lung disease endpoints	244	500104
M13_ABSCTENDON	Abscess of tendon sheath	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	210	357549
M13_ACHILLESTEND	Achilles tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	4343	353224
M13_ADHCAPSULITIS	Adhesive capsulitis of shoulder	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	7372	357549
M13_ALGONEURO	Algoneurodystrophy	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1195	473264
M13_ANKLEFOOT	Other acquired deformities of ankle and foot	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	293	315115
M13_ANKYLOSISJOINT	Ankylosis of joint	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	197	315115
M13_ANKYLOSPON	Ankylosing spondylitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	3838	353224
M13_ANKYLOSPON_STRICT	Ankylosing spondylitis, strict definition	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1705	496755
M13_ARTHINOTH	Arthropathies in other diseases classified elsewhere	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1339	315115
M13_ARTHROPATHIES	Arthropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	185233	315115
M13_ARTHROSIS	Arthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	101454	315115
M13_ARTHROSIS_INCLAVO	Artrosis, including avohilmo	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	136897	363451
M13_ARTHROSIS_KNEE	Gonarthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	61356	315115
M13_ARTHROSIS_KNEE_PRIM_KNEESURG	Gonarthrosis, primary, with knee surgery	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	26661	445363
M13_ARTHROSIS_OTH	Other arthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	29554	315115
M13_ARTHROSIS_POLY	Polyarthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	8758	315115
M13_ARTHTROSIS_COX	Coxarthrosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	30802	315115
M13_ARTHTROSIS_COX_PRIM_HIPSURG	Coxarthrosis, primary, with hip surgery	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	20586	472592
M13_ARTHTROSIS_COX_PRIM_ICD10	Coxarthrosis, primary	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	27756	472592
M13_ATLOAXSUBLUX	Atlantoaxial subluxation	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	234	353224
M13_BAKERCYST	Synovial cyst of popliteal space [Baker]	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	2891	357549
M13_BEHCET	Behçet disease	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	105	484260
M13_BICIPITALTEND	Bicipital tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1825	357549
M13_BIOMECHLESIO	Biomechanical lesions, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1707	494616
M13_BONECONTINUITY	Disorders of continuity of bone	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	3781	473264
M13_BONEDENSOTH	Other disorders of bone density and structure	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	956	473264
M13_BONEDISNAS	Other specified/unspecified disorders of  bone/cartilage	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1030	473264
M13_BONEHYPERTRPH	Hypertrophy of bone	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	111	473264
M13_BURSCYSTOTH	Other bursal cyst	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	553	357549
M13_BURSELBOWOTH	Other bursitis of elbow	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	271	357549
M13_BURSITISHIPOTH	Other bursitis of hip	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	709	357549
M13_BURSITISKNEEOTH	Other bursitis of knee	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	497	357549
M13_BURSITISOTH	Other bursitis, not elsewhere classified	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	356	357549
M13_BURSOPATHY	Other bursopathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	5544	357549
M13_CALCANSPUR	Calcaneal spur	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	438	357549
M13_CALCBURS	Calcium deposit in bursa	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	74	357549
M13_CALCIFICTEND	Calcific tendinitis of shoulder	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	2319	357549
M13_CALCIOSSIMUSCLE	Calcification and ossification of muscle	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	86	357549
M13_CALCTENDINITIS	Calcific tendinitis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	332	357549
M13_CARTILAGE	Other articular cartilage disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	917	315115
M13_CERVICALGIA	Cervicalgia	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	9398	353224
M13_CERVICDISC	Cervical disc disorders	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	17993	353224
M13_CERVICOBRACHSDR	Cervicobrachial syndrome	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	10325	353224
M13_CERVICOCRANSDR	Cervicocranial syndrome	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	4595	353224
M13_CHONDROMALACIA	Chondromalacia	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1039	491365
M13_CHRONDROPATHIES	Chondropathies	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	6678	491365
M13_CHRONSYNOVITISHANDWRIST	Chronic crepitant synovitis/bursitis of hand and wrist/periarthritis of wrist	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	512	357549
M13_CHURGSTRAUSS	Polyarteritis with lung involvement [Churg-Strauss]/EGPA	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	134	484260
M13_CLAWCLUBHANDFOOT	Acquired clawhand, clubhand, clawfoot and clubfoot	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	182	315115
M13_CONNECTNAS	Other specified/unspecified systemic involvement of connective tissue	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	2195	484260
M13_CONTRACTUREJOINT	Contracture of joint	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	457	315115
